"Census Data API: Variables in /data/1990/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
P0350003,ANCESTRY/SINGLE[37] Belgian,Population Subjects,not required, ,0,int,N/A,N/A
P0350004,ANCESTRY/SINGLE[37] Canadian,Population Subjects,not required, ,0,int,N/A,N/A
P0350005,ANCESTRY/SINGLE[37] Czech,Population Subjects,not required, ,0,int,N/A,N/A
P0350006,ANCESTRY/SINGLE[37] Danish,Population Subjects,not required, ,0,int,N/A,N/A
P0350007,ANCESTRY/SINGLE[37] Dutch,Population Subjects,not required, ,0,int,N/A,N/A
P0350008,ANCESTRY/SINGLE[37] English,Population Subjects,not required, ,0,int,N/A,N/A
P0350009,ANCESTRY/SINGLE[37] Finnish,Population Subjects,not required, ,0,int,N/A,N/A
P0350010,ANCESTRY/SINGLE[37] French,Population Subjects,not required, ,0,int,N/A,N/A
P0350011,ANCESTRY/SINGLE[37] French Canadian,Population Subjects,not required, ,0,int,N/A,N/A
P0350012,ANCESTRY/SINGLE[37] German,Population Subjects,not required, ,0,int,N/A,N/A
P0350013,ANCESTRY/SINGLE[37] Greek,Population Subjects,not required, ,0,int,N/A,N/A
P0350014,ANCESTRY/SINGLE[37] Hungarian,Population Subjects,not required, ,0,int,N/A,N/A
P0350015,ANCESTRY/SINGLE[37] Irish,Population Subjects,not required, ,0,int,N/A,N/A
P0350016,ANCESTRY/SINGLE[37] Italian,Population Subjects,not required, ,0,int,N/A,N/A
P0350017,ANCESTRY/SINGLE[37] Lithuanian,Population Subjects,not required, ,0,int,N/A,N/A
P0350018,ANCESTRY/SINGLE[37] Norwegian,Population Subjects,not required, ,0,int,N/A,N/A
P0350019,ANCESTRY/SINGLE[37] Polish,Population Subjects,not required, ,0,int,N/A,N/A
P0350020,ANCESTRY/SINGLE[37] Portuguese,Population Subjects,not required, ,0,int,N/A,N/A
P0350021,ANCESTRY/SINGLE[37] Romanian,Population Subjects,not required, ,0,int,N/A,N/A
P0350022,ANCESTRY/SINGLE[37] Russian,Population Subjects,not required, ,0,int,N/A,N/A
P0350023,ANCESTRY/SINGLE[37] Scotch-Irish,Population Subjects,not required, ,0,int,N/A,N/A
P0350024,ANCESTRY/SINGLE[37] Scottish,Population Subjects,not required, ,0,int,N/A,N/A
P0350025,ANCESTRY/SINGLE[37] Slovak,Population Subjects,not required, ,0,int,N/A,N/A
P0350026,ANCESTRY/SINGLE[37] Subsaharan African,Population Subjects,not required, ,0,int,N/A,N/A
P0350027,ANCESTRY/SINGLE[37] Swedish,Population Subjects,not required, ,0,int,N/A,N/A
P0350028,ANCESTRY/SINGLE[37] Swiss,Population Subjects,not required, ,0,int,N/A,N/A
P0350029,ANCESTRY/SINGLE[37] Ukrainian,Population Subjects,not required, ,0,int,N/A,N/A
P0350030,ANCESTRY/SINGLE[37] US or American,Population Subjects,not required, ,0,int,N/A,N/A
P0350031,ANCESTRY/SINGLE[37] Welsh,Population Subjects,not required, ,0,int,N/A,N/A
P0350032,ANCESTRY/SINGLE[37] West Indian,Population Subjects,not required, ,0,int,N/A,N/A
P0350033,ANCESTRY/SINGLE[37] Yugoslavian,Population Subjects,not required, ,0,int,N/A,N/A
P0350034,ANCESTRY/SINGLE[37] Race or Hispanic org,Population Subjects,not required, ,0,int,N/A,N/A
P0350035,ANCESTRY/SINGLE[37] Other groups,Population Subjects,not required, ,0,int,N/A,N/A
P0350036,ANCESTRY[37] Reported multiple ancestry,Population Subjects,not required, ,0,int,N/A,N/A
P0350037,ANCESTRY/SINGLE[37] Unclassif/not report,Population Subjects,not required, ,0,int,N/A,N/A
P0360001,YEAR ENTRY[10] 1987 to 1990,Population Subjects,not required, ,0,int,N/A,N/A
P0360002,YEAR ENTRY[10] 1985 or 1986,Population Subjects,not required, ,0,int,N/A,N/A
P0360003,YEAR ENTRY[10] 1982 to 1984,Population Subjects,not required, ,0,int,N/A,N/A
P0360004,YEAR ENTRY[10] 1980 or 1981,Population Subjects,not required, ,0,int,N/A,N/A
P0360005,YEAR ENTRY[10] 1975 to 1979,Population Subjects,not required, ,0,int,N/A,N/A
P0360006,YEAR ENTRY[10] 1970 to 1974,Population Subjects,not required, ,0,int,N/A,N/A
P0360007,YEAR ENTRY[10] 1965 to 1969,Population Subjects,not required, ,0,int,N/A,N/A
P0360008,YEAR ENTRY[10] 1960 to 1964,Population Subjects,not required, ,0,int,N/A,N/A
P0360009,YEAR ENTRY[10] 1950 to 1959,Population Subjects,not required, ,0,int,N/A,N/A
P0360010,YEAR ENTRY[10] Before 1950,Population Subjects,not required, ,0,int,N/A,N/A
P0370001,AGE CITSHIP[6]/< 18 yrs: Native,Population Subjects,not required, ,0,int,N/A,N/A
P0370002,AGE CITSHIP[6]/<18 yr/Foreign:Natlzd cit,Population Subjects,not required, ,0,int,N/A,N/A
P0370003,AGE CITSHIP[6]/< 18 yrs/Foreign:Not cit,Population Subjects,not required, ,0,int,N/A,N/A
P0370004,AGE CITSHIP[6]/ 18+ yrs: Native,Population Subjects,not required, ,0,int,N/A,N/A
P0370005,AGE CITSHIP[6]/ 18+yr/Foreign:Natlzd cit,Population Subjects,not required, ,0,int,N/A,N/A
P0370006,AGE CITSHIP[6]/ 18+ yr/Foreign:Not cit,Population Subjects,not required, ,0,int,N/A,N/A
P0380001,MARITAL STAT AGE[8]/Nevr married:15-24yr,Population Subjects,not required, ,0,int,N/A,N/A
P0380002,MARITAL STAT AGE[8]/Nevr married:25-34yr,Population Subjects,not required, ,0,int,N/A,N/A
P0380003,MARITAL STAT AGE[8]/Nevr married:35-44yr,Population Subjects,not required, ,0,int,N/A,N/A
P0380004,MARITAL STAT AGE[8]/Nevr married:45+ yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0380005,MARITAL STAT AGE[8]/Ever married:15-24yr,Population Subjects,not required, ,0,int,N/A,N/A
P0380006,MARITAL STAT AGE[8]/Ever married: 25-34yr,Population Subjects,not required, ,0,int,N/A,N/A
P0380007,MARITAL STAT AGE[8]/Ever married: 35-44yr,Population Subjects,not required, ,0,int,N/A,N/A
P0380008,MARITAL STAT AGE[8]/Ever married: 45+ yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0390001,AGE # CHLD BORN[8]/Nev married: 15-24yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0390002,AGE # CHLD BORN[8]/Nev married: 25-34yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0390003,AGE # CHLD BORN[8]/Nev married: 35-44yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0390004,AGE # CHLD BORN[8]/Nev married: 45+ yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0390005,AGE # CHLD BORN[8]/Ever married:15-24yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0390006,AGE # CHLD BORN[8]/Ever married:25-34yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0390007,AGE # CHLD BORN[8]/Ever married:35-44yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0390008,AGE # CHLD BORN[8]/Ever married: 45+ yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0400001,GRP QTRS[40]/Institlzd pers:Correct inst,Population Subjects,not required, ,0,int,N/A,N/A
P0400002,GRP QTRS[40]/Institlzd pers:Nursing home,Population Subjects,not required, ,0,int,N/A,N/A
P0400003,GRP QTRS[40]/Institlzd pers:Mental hosp,Population Subjects,not required, ,0,int,N/A,N/A
P0400004,GRP QTRS[40]/Institlzd pers:Juv institut,Population Subjects,not required, ,0,int,N/A,N/A
P0400005,GRP QTRS[40]/Institlzd pers:Other instit,Population Subjects,not required, ,0,int,N/A,N/A
P0400006,GRP QTRS[40]/Oth pers:College dorm,Population Subjects,not required, ,0,int,N/A,N/A
P0400007,GRP QTRS[40]/Oth pers:Military quarters,Population Subjects,not required, ,0,int,N/A,N/A
P0400008,GRP QTRS[40]/Oth pers:Emer shelt-homless,Population Subjects,not required, ,0,int,N/A,N/A
P0400009,GRP QTRS[40]/Oth pers:Visble st location,Population Subjects,not required, ,0,int,N/A,N/A
P0400010,GRP QTRS[40]/Oth pers:Oth noninstitution,Population Subjects,not required, ,0,int,N/A,N/A
P0410001,GRP QTRS AGE[6]/Institlzd pers: < 18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0410002,GRP QTRS AGE[6]/Institlzd pers:18-64 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0410003,GRP QTRS AGE[6]/Institlzd pers: 65+ yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0410004,GRP QTRS AGE[6]/Oth pers: < 18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0410005,GRP QTRS AGE[6]/Oth pers: 18-64 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0410006,GRP QTRS AGE[6]/Oth pers: 65+ yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0420001,PL BIRTH[9]/Native/ Born State residence,Population Subjects,not required, ,0,int,N/A,N/A
P0420002,PL BIRTH[9]/Native/Born oth St: Nrtheast,Population Subjects,not required, ,0,int,N/A,N/A
P0420003,PL BIRTH[9]/Native/Born oth St: Midwest,Population Subjects,not required, ,0,int,N/A,N/A
P0420004,PL BIRTH[9]/Native/Born oth St: South,Population Subjects,not required, ,0,int,N/A,N/A
P0420005,PL BIRTH[9]/Native/Born oth St: West,Population Subjects,not required, ,0,int,N/A,N/A
P0420006,PL BIRTH[9]/Native/Outside US:PuertoRico,Population Subjects,not required, ,0,int,N/A,N/A
P0420007,PL BIRTH[9]/Native/Out US:outlying area,Population Subjects,not required, ,0,int,N/A,N/A
P0420008,PL BIRTH[9]/Natv/Out US:B abrd Am parent,Population Subjects,not required, ,0,int,N/A,N/A
P0420009,PL BIRTH[9]/Foreign Born,Population Subjects,not required, ,0,int,N/A,N/A
P0430001,RES '85[10] Same house in 1985,Population Subjects,not required, ,0,int,N/A,N/A
P0430002,RES '85[10] Diff house: Same county,Population Subjects,not required, ,0,int,N/A,N/A
P0430003,RES '85[10] Diff hse/Diff cnt:Same State,Population Subjects,not required, ,0,int,N/A,N/A
P0430004,RES '85[10] Dif hse/Dif cnt/Dif St:Neast,Population Subjects,not required, ,0,int,N/A,N/A
P0430005,RES '85[10] Dif hse/Dif cnt/Dif St:Mwest,Population Subjects,not required, ,0,int,N/A,N/A
P0430006,RES '85[10] Dif hse/Dif cnt/Dif St:South,Population Subjects,not required, ,0,int,N/A,N/A
P0430007,RES '85[10] Dif hse/Dif cnt/Dif St:West,Population Subjects,not required, ,0,int,N/A,N/A
P0430008,RES '85[10] Abroad '85: Puerto Rico,Population Subjects,not required, ,0,int,N/A,N/A
P0430009,RES '85[10] Abroad '85: US outlying area,Population Subjects,not required, ,0,int,N/A,N/A
P0430010,RES '85[10] Abroad '85: Foreign country,Population Subjects,not required, ,0,int,N/A,N/A
P0440001,MSA90[12] Same house 85,Population Subjects,not required, ,0,int,N/A,N/A
P0440002,MSA90/DF HS 85/MSA85[12] Centrl city,Population Subjects,not required, ,0,int,N/A,N/A
P0440003,MSA90/DF HS 85/MSA85[12] Remainder MSA,Population Subjects,not required, ,0,int,N/A,N/A
P0440004,MSA90/DF HS 85/DF MSA85[12] Centr city,Population Subjects,not required, ,0,int,N/A,N/A
P0440005,MSA90/DF HS 85/DF MSA85[12] Remdr MSA,Population Subjects,not required, ,0,int,N/A,N/A
P0440006,MSA90/DF HS 85[12] Not in MSA 85,Population Subjects,not required, ,0,int,N/A,N/A
P0440007,MSA90[12] Abroad in 85,Population Subjects,not required, ,0,int,N/A,N/A
P0440008,NOT MSA90[12] Same house 85,Population Subjects,not required, ,0,int,N/A,N/A
P0440009,NOT MSA90/DF HS 85/MSA85[12] Centrl city,Population Subjects,not required, ,0,int,N/A,N/A
P0440010,NOT MSA90/DF HS 85/MSA85[12] Remaind MSA,Population Subjects,not required, ,0,int,N/A,N/A
P0440011,NOT MSA90/DF HS 85[12] Not in MSA 85,Population Subjects,not required, ,0,int,N/A,N/A
P0440012,NOT MSA90[12] Abroad in 85,Population Subjects,not required, ,0,int,N/A,N/A
P0450001,WORK/IN STATE[3] county of residence,Population Subjects,not required, ,0,int,N/A,N/A
P0450002,WORK/IN STATE[3] out county of resid,Population Subjects,not required, ,0,int,N/A,N/A
P0450003,WORK[3] Work outside State of residence,Population Subjects,not required, ,0,int,N/A,N/A
P0460001,WORK/PLACE[3] Worked in place of residen,Population Subjects,not required, ,0,int,N/A,N/A
P0460002,WORK/PLACE[3] Worked out place of reside,Population Subjects,not required, ,0,int,N/A,N/A
P0460003,WORK[3] Not living in a place,Population Subjects,not required, ,0,int,N/A,N/A
P0470001,LIV MSA/WRK MSA[8] Central city,Population Subjects,not required, ,0,int,N/A,N/A
P0470002,LIV MSA/WRK MSA[8] Rmndr of MSA,Population Subjects,not required, ,0,int,N/A,N/A
P0470003,LIV MSA/WRK OUT MSA/DIF MSA[8] Cntr city,Population Subjects,not required, ,0,int,N/A,N/A
P0470004,LIV MSA/WRK OUT MSA/DIF MSA[8] Rmndr MSA,Population Subjects,not required, ,0,int,N/A,N/A
P0470005,LIV MSA/WRK OUT MSA[8] Wrked out any MSA,Population Subjects,not required, ,0,int,N/A,N/A
P0470006,NOT LIV MSA/WRK IN MSA[8] Cntr city,Population Subjects,not required, ,0,int,N/A,N/A
P0470007,NOT LIV MSA/WRK IN MSA[8] Rmnder of MSA,Population Subjects,not required, ,0,int,N/A,N/A
P0470008,NOT LIV MSA[8] Work outside any MSA/PMSA,Population Subjects,not required, ,0,int,N/A,N/A
P0480001,WORK/LIV 9 NE ST[3] Work in mcd of resid,Population Subjects,not required, ,0,int,N/A,N/A
P0480002,WORK/LIV 9 NE ST[3] Work outside mcd res,Population Subjects,not required, ,0,int,N/A,N/A
P0480003,WORK[3] Not liv in 9 Northeast States,Population Subjects,not required, ,0,int,N/A,N/A
P0490001,TRANS/CAR-TRUCK-VAN[13] Drove alone,Population Subjects,not required, ,0,int,N/A,N/A
P0490002,TRANS/CAR-TRUCK-VAN[13] Carpooled,Population Subjects,not required, ,0,int,N/A,N/A
P0490003,TRANS/PUBLIC TRANS[13] Bus or trolley,Population Subjects,not required, ,0,int,N/A,N/A
P0490004,TRANS/PUBLIC TRANS[13] Streetcar-trolley,Population Subjects,not required, ,0,int,N/A,N/A
P0490005,TRANS/PUBLIC TRANS[13] Subway-elevated,Population Subjects,not required, ,0,int,N/A,N/A
P0490006,TRANS/PUBLIC TRANS[13] Railroad,Population Subjects,not required, ,0,int,N/A,N/A
P0490007,TRANS/PUBLIC TRANS[13] Ferryboat,Population Subjects,not required, ,0,int,N/A,N/A
P0490008,TRANS/PUBLIC TRANS[13] Taxicab,Population Subjects,not required, ,0,int,N/A,N/A
P0490009,TRANS[13] Motorcycle,Population Subjects,not required, ,0,int,N/A,N/A
P0490010,TRANS[13] Bicycle,Population Subjects,not required, ,0,int,N/A,N/A
P0490011,TRANS[13] Walked,Population Subjects,not required, ,0,int,N/A,N/A
P0490012,TRANS[13] Other means,Population Subjects,not required, ,0,int,N/A,N/A
P0490013,TRANS[13] Worked at home,Population Subjects,not required, ,0,int,N/A,N/A
P0500001,TRAVEL TIME[13] Less than 5 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500002,TRAVEL TIME[13] 5 to 9 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500003,TRAVEL TIME[13] 10 to 14 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500004,TRAVEL TIME[13] 15 to 19 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500005,TRAVEL TIME[13] 20 to 24 minutes,Population Subjects,not required, ,0,string,N/A,N/A
P0500006,TRAVEL TIME[13] 25 to 29 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500007,TRAVEL TIME[13] 30 to 34 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500008,TRAVEL TIME[13] 35 to 39 minutes,Population Subjects,not required, ,0,string,N/A,N/A
P0500009,TRAVEL TIME[13] 40 to 44 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500010,TRAVEL TIME[13] 45 to 59 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500011,TRAVEL TIME[13] 60 to 89 minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500012,TRAVEL TIME[13] 90 or more minutes,Population Subjects,not required, ,0,int,N/A,N/A
P0500013,TRAVEL TIME[13] Worked at home,Population Subjects,not required, ,0,int,N/A,N/A
P0510001,AGGR TIME TO WORK[1] Total,Population Subjects,not required, ,0,int,N/A,N/A
P0520001,TIME LEAVE TO WORK[15] 12:00 am-4:59 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520002,TIME LEAVE TO WORK[15] 5:00 am-5:29 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520003,TIME LEAVE TO WORK[15] 5:30 am-5:59 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520004,TIME LEAVE TO WORK[15] 6:00 am-6:29 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520005,TIME LEAVE TO WORK[15] 6:30 am-6:59 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520006,TIME LEAVE TO WORK[15] 7:00 am-7:29 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520007,TIME LEAVE TO WORK[15] 7:30 am-7:59 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520008,TIME LEAVE TO WORK[15] 8:00 am-8:29 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520009,TIME LEAVE TO WORK[15] 8:30 am-8:59 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520010,TIME LEAVE TO WORK[15] 9:00 am-9:59 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520011,TIME LEAVE TO WORK[15] 10:00 am-10:59 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520012,TIME LEAVE TO WORK[15] 11:00 am-11:59 am,Population Subjects,not required, ,0,int,N/A,N/A
P0520013,TIME LEAVE TO WORK[15] 12:00 pm-3:59 pm,Population Subjects,not required, ,0,int,N/A,N/A
P0520014,TIME LEAVE TO WORK[15] 4:00 pm-11:59 pm,Population Subjects,not required, ,0,int,N/A,N/A
P0520015,TIME LEAVE TO WORK[15] Worked at home,Population Subjects,not required, ,0,int,N/A,N/A
P0530001,VHCL OCC/CAR-TRK-VAN[8] Drove alone,Population Subjects,not required, ,0,int,N/A,N/A
P0530002,VHCL OCC/CAR-TRK-VAN[8] 2-person carpool,Population Subjects,not required, ,0,int,N/A,N/A
P0530003,VHCL OCC/CAR-TRK-VAN[8] 3-person carpool,Population Subjects,not required, ,0,int,N/A,N/A
P0530004,VHCL OCC/CAR-TRK-VAN[8] 4-person carpool,Population Subjects,not required, ,0,int,N/A,N/A
P0530005,VHCL OCC/CAR-TRK-VAN[8] 5-person carpool,Population Subjects,not required, ,0,int,N/A,N/A
P0530006,VHCL OCC/CAR-TRK-VAN[8] 6-person carpool,Population Subjects,not required, ,0,int,N/A,N/A
P0530007,VHCL OCC/CAR-TRK-VAN[8] 7+ pers carpool,Population Subjects,not required, ,0,int,N/A,N/A
P0530008,VHCL OCC[8] Other means,Population Subjects,not required, ,0,int,N/A,N/A
P0540001,SCHOOL/PREPRIMARY[7] Public school,Population Subjects,not required, ,0,int,N/A,N/A
P0540002,SCHOOL/PREPRIMARY[7] Private school,Population Subjects,not required, ,0,int,N/A,N/A
P0540003,SCHOOL/ELEM OR HS[7] Public school,Population Subjects,not required, ,0,int,N/A,N/A
P0540004,SCHOOL/ELEM OR HS[7] Private school,Population Subjects,not required, ,0,int,N/A,N/A
P0540005,SCHOOL/COLLEGE[7] Public school,Population Subjects,not required, ,0,int,N/A,N/A
P0540006,SCHOOL/COLLEGE[7] Private school,Population Subjects,not required, ,0,int,N/A,N/A
P0540007,SCHOOL[7] Not enrolled in school,Population Subjects,not required, ,0,int,N/A,N/A
P0550001,RACE/WHITE[20] preprimary school,Population Subjects,not required, ,0,int,N/A,N/A
P0550002,RACE/WHITE[20] elementary or high school,Population Subjects,not required, ,0,int,N/A,N/A
P0550003,RACE/WHITE[20] college,Population Subjects,not required, ,0,int,N/A,N/A
P0550004,RACE/WHITE[20] Not enrolled in school,Population Subjects,not required, ,0,int,N/A,N/A
P0550005,RACE/BLACK[20] preprimary school,Population Subjects,not required, ,0,int,N/A,N/A
P0550006,RACE/BLACK[20] elementary or high school,Population Subjects,not required, ,0,int,N/A,N/A
P0550007,RACE/BLACK[20] college,Population Subjects,not required, ,0,int,N/A,N/A
P0550008,RACE/BLACK[20] Not enrolled in school,Population Subjects,not required, ,0,int,N/A,N/A
P0550009,RACE/AM IND[20] preprimary school,Population Subjects,not required, ,0,int,N/A,N/A
P0550010,RACE/AM IND[20] elementar or high school,Population Subjects,not required, ,0,int,N/A,N/A
P0550011,RACE/AM IND[20] college,Population Subjects,not required, ,0,int,N/A,N/A
P0550012,RACE/AM IND[20] Not enrolled in school,Population Subjects,not required, ,0,int,N/A,N/A
P0550013,RACE/ASIAN[20] preprimary school,Population Subjects,not required, ,0,int,N/A,N/A
P0550014,RACE/ASIAN[20] elementary or high school,Population Subjects,not required, ,0,int,N/A,N/A
P0550015,RACE/ASIAN[20] college,Population Subjects,not required, ,0,int,N/A,N/A
P0550016,RACE/ASIAN[20] Not enrolled in school,Population Subjects,not required, ,0,int,N/A,N/A
P0550017,RACE/OTHER[20] preprimary school,Population Subjects,not required, ,0,int,N/A,N/A
P0550018,RACE/OTHER[20] elementary or high school,Population Subjects,not required, ,0,int,N/A,N/A
P0550019,RACE/OTHER[20] college,Population Subjects,not required, ,0,int,N/A,N/A
P0550020,RACE/OTHER[20] Not enrolled in school,Population Subjects,not required, ,0,int,N/A,N/A
P0560001,SCHOOL[4] preprimary school,Population Subjects,not required, ,0,int,N/A,N/A
P0560002,SCHOOL[4] elementary or high school,Population Subjects,not required, ,0,int,N/A,N/A
P0560003,SCHOOL[4] college,Population Subjects,not required, ,0,int,N/A,N/A
P0560004,SCHOOL[4] Not enrolled in school,Population Subjects,not required, ,0,int,N/A,N/A
P0570001,EDUCATION[7] Less than 9th grade,Population Subjects,not required, ,0,int,N/A,N/A
P0570002,"EDUCATION[7] 9th to 12th grade, no diplo",Population Subjects,not required, ,0,int,N/A,N/A
P0570003,EDUCATION[7] High school graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0570004,"EDUCATION[7] Some college, no degree",Population Subjects,not required, ,0,int,N/A,N/A
P0570005,EDUCATION[7] Associate degree,Population Subjects,not required, ,0,int,N/A,N/A
P0570006,EDUCATION[7] Bachelor's degree,Population Subjects,not required, ,0,int,N/A,N/A
P0570007,EDUCATION[7] Graduate or professional degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580001,EDUC/WHITE[35] Less than 9th grade,Population Subjects,not required, ,0,int,N/A,N/A
P0580002,EDUC/WHITE[35] 9th to 12th gr no diploma,Population Subjects,not required, ,0,int,N/A,N/A
P0580003,EDUC/WHITE[35] High school graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0580004,"EDUC/WHITE[35] Some college, no degree",Population Subjects,not required, ,0,int,N/A,N/A
P0580005,EDUC/WHITE[35] Associate degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580006,EDUC/WHITE[35] Bachelor's degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580007,EDUC/WHITE[35] Grad or prof degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580008,EDUC/BLACK[35] Less than 9th grade,Population Subjects,not required, ,0,int,N/A,N/A
P0580009,EDUC/BLACK[35] 9th to 12th gr no diploma,Population Subjects,not required, ,0,int,N/A,N/A
P0580010,EDUC/BLACK[35] High school graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0580011,"EDUC/BLACK[35] Some college, no degree",Population Subjects,not required, ,0,int,N/A,N/A
P0580012,EDUC/BLACK[35] Associate degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580013,EDUC/BLACK[35] Bachelor's degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580014,EDUC/BLACK[35] Grad or prof degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580015,EDUC/AM IND[35] Less than 9th grade,Population Subjects,not required, ,0,int,N/A,N/A
P0580016,EDUC/AM IND[35] 9th to 12th gr no diplom,Population Subjects,not required, ,0,int,N/A,N/A
P0580017,EDUC/AM IND[35] High school graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0580018,"EDUC/AM IND[35] Some college, no degree",Population Subjects,not required, ,0,int,N/A,N/A
P0580019,EDUC/AM IND[35] Associate degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580020,EDUC/AM IND[35] Bachelor's degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580021,EDUC/AM IND[35] Grad or prof degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580022,EDUC/ASIAN[35] Less than 9th grade,Population Subjects,not required, ,0,int,N/A,N/A
P0580023,EDUC/ASIAN[35] 9th to 12th gr no diploma,Population Subjects,not required, ,0,int,N/A,N/A
P0580024,EDUC/ASIAN[35] High school graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0580025,"EDUC/ASIAN[35] Some college, no degree",Population Subjects,not required, ,0,int,N/A,N/A
P0580026,EDUC/ASIAN[35] Associate degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580027,EDUC/ASIAN[35] Bachelor's degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580028,EDUC/ASIAN[35] Grad or prof degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580029,EDUC/OTHER[35] Less than 9th grade,Population Subjects,not required, ,0,int,N/A,N/A
P0580030,EDUC/OTHER[35] 9th to 12th gr no diploma,Population Subjects,not required, ,0,int,N/A,N/A
P0580031,EDUC/OTHER[35] High school graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0580032,"EDUC/OTHER[35] Some college, no degree",Population Subjects,not required, ,0,int,N/A,N/A
P0580033,EDUC/OTHER[35] Associate degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580034,EDUC/OTHER[35] Bachelor's degree,Population Subjects,not required, ,0,int,N/A,N/A
P0580035,EDUC/OTHER[35] Grad or prof degree,Population Subjects,not required, ,0,int,N/A,N/A
P0590001,EDUCATION[7] Less than 9th grade,Population Subjects,not required, ,0,int,N/A,N/A
P0590002,EDUCATION[7] 9th to 12th gr no diploma,Population Subjects,not required, ,0,int,N/A,N/A
P0590003,EDUCATION[7] High school graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0590004,"EDUCATION[7] Some college, no degree",Population Subjects,not required, ,0,int,N/A,N/A
P0590005,EDUCATION[7] Associate degree,Population Subjects,not required, ,0,int,N/A,N/A
P0590006,EDUCATION[7] Bachelor's degree,Population Subjects,not required, ,0,int,N/A,N/A
P0590007,EDUCATION[7] Grad or prof degree,Population Subjects,not required, ,0,int,N/A,N/A
P0600001,EDUCATION[7] Less than 9th grade,Population Subjects,not required, ,0,int,N/A,N/A
P0600002,EDUCATION[7] 9th to 12th gr no diploma,Population Subjects,not required, ,0,int,N/A,N/A
P0600003,EDUCATION[7] High school graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0600004,"EDUCATION[7] Some college, no degree",Population Subjects,not required, ,0,int,N/A,N/A
P0600005,EDUCATION[7] Associate degree,Population Subjects,not required, ,0,int,N/A,N/A
P0600006,EDUCATION[7] Bachelor's degree,Population Subjects,not required, ,0,int,N/A,N/A
P0600007,EDUCATION[7] Grad or prof degree,Population Subjects,not required, ,0,int,N/A,N/A
P0610001,ARM FORCE/ENROLL[13] HS graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0610002,ARM FORCE/ENROLL[13] Not HS graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0610003,ARM FORCE/NOT ENROLL[13] HS graduate,Population Subjects,not required, ,0,int,N/A,N/A
