"Census Data API: Variables in /data/2000/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
PCT026098,Total: Female: 65 years and over: With two or more types of disability:,PCT26. Sex by Age by Types of Disability for the Civilian Noninstitutionalized Population 5 Years and Over [101],not required, ,0,(not a predicate),N/A,N/A
PCT026099,Total: Female: 65 years and over: With two or more types of disability: Includes self-care,PCT26. Sex by Age by Types of Disability for the Civilian Noninstitutionalized Population 5 Years and Over [101],not required, ,0,(not a predicate),N/A,N/A
PCT026100,Total: Female: 65 years and over: With two or more types of disability: Does not include self-care,PCT26. Sex by Age by Types of Disability for the Civilian Noninstitutionalized Population 5 Years and Over [101],not required, ,0,(not a predicate),N/A,N/A
PCT026101,Total: Female: 65 years and over: No disability Civilian noninstitutionalized population 5 years and over,PCT26. Sex by Age by Types of Disability for the Civilian Noninstitutionalized Population 5 Years and Over [101],not required, ,0,(not a predicate),N/A,N/A
PCT027001,Total: Civilian noninstitutionalized population 5 years and over,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027002,Total: Male:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027003,Total: Male: 5 to 15 years:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027004,Total: Male: 5 to 15 years: With a sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027005,Total: Male: 5 to 15 years: No sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027006,Total: Male: 16 to 20 years:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027007,Total: Male: 16 to 20 years: With a sensory disability:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027008,Total: Male: 16 to 20 years: With a sensory disability: Employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027009,Total: Male: 16 to 20 years: With a sensory disability: Not employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027010,Total: Male: 16 to 20 years: No sensory disability:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027011,Total: Male: 16 to 20 years: No sensory disability: Employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027012,Total: Male: 16 to 20 years: No sensory disability: Not employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027013,Total: Male: 21 to 64 years:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027014,Total: Male: 21 to 64 years: With a sensory disability:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027015,Total: Male: 21 to 64 years: With a sensory disability: Employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027016,Total: Male: 21 to 64 years: With a sensory disability: Not employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027017,Total: Male: 21 to 64 years: No sensory disability:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027018,Total: Male: 21 to 64 years: No sensory disability: Employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027019,Total: Male: 21 to 64 years: No sensory disability: Not employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027020,Total: Male: 65 to 74 years:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027021,Total: Male: 65 to 74 years: With a sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027022,Total: Male: 65 to 74 years: No sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027023,Total: Male: 75 years and over:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027024,Total: Male: 75 years and over: With a sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027025,Total: Male: 75 years and over: No sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027026,Total: Female:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027027,Total: Female: 5 to 15 years:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027028,Total: Female: 5 to 15 years: With a sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027029,Total: Female: 5 to 15 years: No sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027030,Total: Female: 16 to 20 years:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027031,Total: Female: 16 to 20 years: With a sensory disability:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027032,Total: Female: 16 to 20 years: With a sensory disability: Employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027033,Total: Female: 16 to 20 years: With a sensory disability: Not employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027034,Total: Female: 16 to 20 years: No sensory disability:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027035,Total: Female: 16 to 20 years: No sensory disability: Employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027036,Total: Female: 16 to 20 years: No sensory disability: Not employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027037,Total: Female: 21 to 64 years:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027038,Total: Female: 21 to 64 years: With a sensory disability:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027039,Total: Female: 21 to 64 years: With a sensory disability: Employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027040,Total: Female: 21 to 64 years: With a sensory disability: Not employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027041,Total: Female: 21 to 64 years: No sensory disability:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027042,Total: Female: 21 to 64 years: No sensory disability: Employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027043,Total: Female: 21 to 64 years: No sensory disability: Not employed,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027044,Total: Female: 65 to 74 years:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027045,Total: Female: 65 to 74 years: With a sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027046,Total: Female: 65 to 74 years: No sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027047,Total: Female: 75 years and over:,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027048,Total: Female: 75 years and over: With a sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT027049,Total: Female: 75 years and over: No sensory disability,PCT27. Sex by Age by Sensory Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028001,Total: Civilian noninstitutionalized population 5 years and over,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028002,Total: Male:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028003,Total: Male: 5 to 15 years:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028004,Total: Male: 5 to 15 years: With a physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028005,Total: Male: 5 to 15 years: No physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028006,Total: Male: 16 to 20 years:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028007,Total: Male: 16 to 20 years: With a physical disability:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028008,Total: Male: 16 to 20 years: With a physical disability: Employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028009,Total: Male: 16 to 20 years: With a physical disability: Not employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028010,Total: Male: 16 to 20 years: No physical disability:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028011,Total: Male: 16 to 20 years: No physical disability: Employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028012,Total: Male: 16 to 20 years: No physical disability: Not employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028013,Total: Male: 21 to 64 years:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028014,Total: Male: 21 to 64 years: With a physical disability:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028015,Total: Male: 21 to 64 years: With a physical disability: Employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028016,Total: Male: 21 to 64 years: With a physical disability: Not employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028017,Total: Male: 21 to 64 years: No physical disability:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028018,Total: Male: 21 to 64 years: No physical disability: Employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028019,Total: Male: 21 to 64 years: No physical disability: Not employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028020,Total: Male: 65 to 74 years:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028021,Total: Male: 65 to 74 years: With a physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028022,Total: Male: 65 to 74 years: No physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028023,Total: Male: 75 years and over:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028024,Total: Male: 75 years and over: With a physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028025,Total: Male: 75 years and over: No physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028026,Total: Female:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028027,Total: Female: 5 to 15 years:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028028,Total: Female: 5 to 15 years: With a physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028029,Total: Female: 5 to 15 years: No physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028030,Total: Female: 16 to 20 years:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028031,Total: Female: 16 to 20 years: With a physical disability:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028032,Total: Female: 16 to 20 years: With a physical disability: Employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028033,Total: Female: 16 to 20 years: With a physical disability: Not employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028034,Total: Female: 16 to 20 years: No physical disability:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028035,Total: Female: 16 to 20 years: No physical disability: Employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028036,Total: Female: 16 to 20 years: No physical disability: Not employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028037,Total: Female: 21 to 64 years:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028038,Total: Female: 21 to 64 years: With a physical disability:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028039,Total: Female: 21 to 64 years: With a physical disability: Employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028040,Total: Female: 21 to 64 years: With a physical disability: Not employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028041,Total: Female: 21 to 64 years: No physical disability:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028042,Total: Female: 21 to 64 years: No physical disability: Employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028043,Total: Female: 21 to 64 years: No physical disability: Not employed,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028044,Total: Female: 65 to 74 years:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028045,Total: Female: 65 to 74 years: With a physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028046,Total: Female: 65 to 74 years: No physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028047,Total: Female: 75 years and over:,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028048,Total: Female: 75 years and over: With a physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT028049,Total: Female: 75 years and over: No physical disability,PCT28. Sex by Age by Physical Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029001,Total: Civilian noninstitutionalized population 5 years and over,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029002,Total: Male:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029003,Total: Male: 5 to 15 years:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029004,Total: Male: 5 to 15 years: With a mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029005,Total: Male: 5 to 15 years: No mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029006,Total: Male: 16 to 20 years:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029007,Total: Male: 16 to 20 years: With a mental disability:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029008,Total: Male: 16 to 20 years: With a mental disability: Employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029009,Total: Male: 16 to 20 years: With a mental disability: Not employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029010,Total: Male: 16 to 20 years: No mental disability:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029011,Total: Male: 16 to 20 years: No mental disability: Employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029012,Total: Male: 16 to 20 years: No mental disability: Not employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029013,Total: Male: 16 to 20 years: No mental disability: 21 to 64 years:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029014,Total: Male: 16 to 20 years: With a mental disability:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029015,Total: Male: 16 to 20 years: With a mental disability: Employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029016,Total: Male: 16 to 20 years: With a mental disability: Not employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029017,Total: Male: 16 to 20 years: No mental disability:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029018,Total: Male: 16 to 20 years: No mental disability: Employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029019,Total: Male: 16 to 20 years: No mental disability: Not employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029020,Total: Male: 65 to 74 years:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029021,Total: Male: 65 to 74 years: With a mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029022,Total: Male: 65 to 74 years: No mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029023,Total: Male: 75 years and over:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029024,Total: Male: 75 years and over: With a mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029025,Total: Male: 75 years and over: No mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029026,Total: Female:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029027,Total: Female: 5 to 15 years:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029028,Total: Female: 5 to 15 years: With a mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029029,Total: Female: 5 to 15 years: No mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029030,Total: Female: 16 to 20 years:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029031,Total: Female: 16 to 20 years: With a mental disability:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029032,Total: Female: 16 to 20 years: With a mental disability: Employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029033,Total: Female: 16 to 20 years: With a mental disability: Not employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029034,Total: Female: 16 to 20 years: No mental disability:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
